,Make,Series,Model,Manufacturer code,First registration date,Year of manufacture,Mileage (read),Chassis number,Engine number,Gearbox number,Matching numbers,Previous owners,Body style,Power (kW/hp),Cubic capacity (ccm),Cylinders,Doors,Steering,Gearbox,Gears,Transmission,Front breaks,Rear breaks,Fuel type,Price (£)
333,Porsche,Silver Shadow,944 S2,Tipo 115 - Serie 2a,Not provided,1991,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,155/211,2990,4,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
334,Jaguar,3 Series,Mk II 2.4,C3 Serie I,Not provided,1963,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon,89/121,2483,6,Not provided,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
335,Land Rover,3.0,Defender 90 Heritage,993,Not provided,2007,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,121/165,2495,5,3,Right (RHD),Manual,6,4WD,Disc,Disc,Diesel,rice on request
336,Ferrari,Mini,F 355 Spider,Tipo 105,Not provided,1999,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,280/381,3495,8,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
337,Jaguar,E-Type,E-Type,Serie I,Not provided,1970,"55,017 mls",Not provided,Not provided,Not provided,No,Not provided,Coupe,154/210,4235,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"25,000"
338,Giannini,E-Type,750 Sport Siluro,R 107,04/1950,1949,1 km,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),48/65,747,4,2,Right (RHD),Manual,Not provided,Rear,Drum,Drum,Petrol,rice on request
339,Ferrari,Dolomite,360 Modena,R 107,Not provided,2001,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,294/400,3586,8,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
340,Austin-Healey,Europa,Sprite Mk I,Tipo 115 - Serie 2a,Not provided,1959,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),48/65,948,4,Not provided,Right (RHD),Manual,4,Rear,Disc,Drum,Petrol,rice on request
341,Jaguar,238,E-Type 4.2,R 107,Not provided,1965,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,198/269,4235,6,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
342,Pontiac,Tiger,Firebird TransAm Super Duty 455,R 107,Not provided,1974,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,213/290,7456,8,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
343,FIAT,911,"500 for ""Ferrari dealers""",C3 Serie II,Not provided,2008,1 mls,Not provided,Not provided,Not provided,No,Not provided,Small car (Small Car),74/100,1399,4,2,Right (RHD),Manual,Not provided,Front,Disc,Disc,Petrol,rice on request
344,Ford,Yaris,Model T,R 107,Not provided,1917,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),15/20,2884,4,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
345,Ford,SL-Class,Model T,W 136,Not provided,1917,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),15/20,2884,4,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
346,Jaguar,SL-Class,XJR-S V12 Le Mans,Serie V,Not provided,1989,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,217/295,5343,12,2,Right (RHD),Automatic,3,Rear,Disc,Disc,Petrol,rice on request
347,Jaguar,Corniche,XJ-S V12,Serie I,Not provided,1989,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,217/295,5343,12,2,Right (RHD),Automatic,3,Rear,Disc,Disc,Petrol,rice on request
348,Land Rover,XK,Defender 90,R 107,Not provided,2013,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,90/122,2198,4,3,Right (RHD),Manual,6,4WD,Disc,Disc,Diesel,rice on request
349,Honda,Firebird,NSX,R 107,Not provided,1996,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,202/274,2977,6,2,Right (RHD),Manual,5,Rear,Disc,Disc,Petrol,rice on request
350,Porsche,Le Sabre,911 Turbo 3.3,R 107,Not provided,1979,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,195/265,3299,6,2,Right (RHD),Manual,4,Rear,Disc,Disc,Petrol,rice on request
351,Porsche,Golf,928 S4,R 107,Not provided,1987,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,235/320,4957,8,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
352,BMW,DS,M3,831,Not provided,1996,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),236/321,3201,6,Not provided,Right (RHD),Manual,6,Rear,Disc,Disc,Petrol,rice on request
353,Mitsubishi,R-Type,Lancer Evolution VI,W 123,Not provided,2001,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),206/280,1997,4,4,Right (RHD),Manual,5,4WD,Disc,Disc,Petrol,rice on request
354,Ford,Mini,Capri I 3100 RS,R 107,Not provided,1973,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,110/150,3091,6,2,Right (RHD),Manual,4,Rear,Disc,Drum,Petrol,rice on request
355,Benz,911,8/20 PS,94,Not provided,1914,277 km,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),15/20,1950,4,3,Right (RHD),Manual,4,Not provided,Not provided,Not provided,Petrol,"120,962"
356,Ford,280,Mustang 289,MKB WR,Not provided,1965,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe (Fastback),202/275,4727,8,2,Right (RHD),Manual,Not provided,Rear,Drum,Drum,Petrol,rice on request
357,Alfa Romeo,XPower,2000 GT Veloce,S30,Not provided,1971,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,96/131,1962,4,2,Right (RHD),Manual,5,Rear,Disc,Not provided,Petrol,rice on request
358,Aston Martin,DMC 12,V8 Volante,Sierra '87 - Serie II,Not provided,1900,1 km,"V8COL15023Registration: EEL698TRegistered In: UKPrice: £180,000",Not provided,Not provided,No,Not provided,Convertible,224/305,5340,8,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"180,000"
359,Land Rover,Mustang,Defender 90,Serie 4,Not provided,1997,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,83/113,2495,4,3,Right (RHD),Manual,5,4WD,Disc,Disc,Diesel,rice on request
360,Land Rover,G-Class,Defender 90 Td5,MK II,Not provided,1999,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,90/122,2498,5,2,Right (RHD),Manual,5,4WD,Disc,Disc,Diesel,rice on request
361,Land Rover,G-Class,"Defender XD ""Wolf""",Sierra '87 - Serie II,Not provided,1998,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4 (Military vehicle),90/122,2498,5,2,Right (RHD),Manual,5,4WD,Disc,Disc,Diesel,rice on request
362,Land Rover,Arnage,Defender 110,Serie III,Not provided,2005,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4 (Plank bed),90/122,2498,5,4,Right (RHD),Manual,5,4WD,Disc,Drum,Diesel,rice on request
363,Ford,Defender,Escort RS 1600,Mk I,Not provided,1971,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,85/115,1599,4,2,Right (RHD),Manual,4,Rear,Not provided,Not provided,Petrol,rice on request
364,Jaguar,458,E-Type 3.8,Focus '98,Not provided,1962,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,198/269,3781,6,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
365,Delahaye,458,Type 87 Torpedo,Type 120,01/1927,1927,"10,176 km",Not provided,Not provided,Not provided,No,Not provided,Convertible (Tourer),22/30,1846,4,4,Left (LHD),Manual,3,Rear,Drum,Drum,Petrol,"30,458"
366,Rolls-Royce,Celica,Silver Dawn,Typ 1H,Not provided,1900,1 km,"STH95Registration: JMB31Price: £56,000",Not provided,Not provided,No,Not provided,Saloon,104/142,4566,6,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"56,000"
367,Bentley,911,Corniche I,Sierra '90 - Serie III,Not provided,1974,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,140/190,6750,8,Not provided,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
368,Rover,F-Series,"Mini Cooper 1,3i",Mustang V,Not provided,1994,1 mls,Not provided,Not provided,Not provided,No,Not provided,Small car (Small Car),46/63,1275,4,2,Right (RHD),Manual,4,Front,Not provided,Not provided,Petrol,rice on request
369,Chevrolet,Silverado,Camaro SS,W 140,Not provided,1968,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,217/295,5733,8,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
370,Maserati,Mustang,3500 GTI Touring,C 107,03/1963,1963,"65,000 km",AM101.2606,AM101.2606,Not provided,Yes,4,Coupe,173/235,3485,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
371,Alfa Romeo,Camaro,1900 C Super Sprint,"""Urmodell""",12/1957,1957,142 km,C10545,Not provided,Not provided,Yes,Not provided,Coupe,85/115,1975,4,3,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,rice on request
372,Austin,500,1800,E36-7,Not provided,1963,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon,62/84,1798,4,Not provided,Right (RHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,rice on request
373,Swallow,500,Doretti,E30,Not provided,1954,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),66/90,1991,4,2,Right (RHD),Manual,4,Rear,Not provided,Not provided,Petrol,rice on request
374,Bentley,GTV,T 2,8N,Not provided,1978,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),162/220,6750,8,4,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
375,Ford,Giulia,Capri RS 2600,W 180 II,Not provided,1972,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,110/150,2637,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,rice on request
376,Jaguar,E-Type,E-Type V12 (2+2),C,Not provided,1971,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,203/276,5343,12,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
377,Rover,XJ S,Mini Cooper Sport,B7 8H,Not provided,1999,1 mls,Not provided,Not provided,Not provided,No,Not provided,Small car (Small Car),46/63,1275,4,2,Right (RHD),Manual,Not provided,Not provided,Not provided,Not provided,Not provided,rice on request
378,Ford,XK,Fiesta XR2,R 171,Not provided,1986,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),70/95,1595,4,2,Right (RHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,rice on request
379,Audi,3 Litre,200 Avant - 2.2 Turbo quattro,R 170,Not provided,1990,1 mls,Not provided,Not provided,Not provided,No,Not provided,Estate,121/165,2226,5,Not provided,Right (RHD),Manual,Not provided,4WD,Not provided,Not provided,Not provided,rice on request
380,Lotus,Model T,Esprit,R 170,Not provided,1976,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,118/160,1973,4,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
381,Jensen,7,Interceptor  MK II,Typ 330,Not provided,1971,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,243/330,6276,8,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
382,Mazda,Virage,RX-7 Turbo,Serie III,Not provided,1992,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,147/200,1308,1,Not provided,Right (RHD),Manual,Not provided,Rear,Drum,Drum,Petrol,rice on request
383,Sunbeam,Brooklands,Alpine Mk II,E46,Not provided,1962,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,59/80,1592,4,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
384,Porsche,XK,928 GTS,Mk I,Not provided,1995,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,257/350,5397,8,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
385,Ford,411,RS200 Evolution,Typ 431 B3,Not provided,1986,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe (Fastback),184/250,2137,4,2,Right (RHD),Manual,5,4WD,Not provided,Not provided,Petrol,rice on request
386,Ford,Sierra,Escort RS Cosworth,199,Not provided,1994,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,162/220,1993,4,2,Right (RHD),Manual,Not provided,4WD,Not provided,Not provided,Petrol,rice on request
387,LTI,Thames,TX4,L Series,Not provided,2017,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),74/101,2500,4,4,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Diesel,rice on request
388,Ford,XK,Escort RS 1600 turbo,991.2,Not provided,1985,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),97/132,1567,4,2,Right (RHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,rice on request
389,Ford,E-Type,Econoline E 150,E Series,Not provided,1984,1 mls,Not provided,Not provided,Not provided,No,Not provided,Van,96/131,4949,8,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
390,Land Rover,E-Type,Range Rover Vogue V8,997.2,Not provided,2004,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,210/286,4398,8,5,Right (RHD),Automatic,5,4WD,Disc,Disc,Petrol,rice on request
391,Chevrolet,Interceptor,Corvette,Mustang I Serie 2 | S-Code,Not provided,1957,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,213/290,4638,8,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
392,Mercedes-Benz,F-Type,300 d,Omega A,Not provided,1959,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),118/160,2996,6,4,Right (RHD),Manual,Not provided,Rear,Drum,Drum,Petrol,rice on request
393,Lotus,MG F,Elite S2,P6,Not provided,1962,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,77/105,1200,4,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
394,Mercedes-Benz,SL-Class,190 E 2.0,"""vor A""",06/1992,1992,"142,450 mls",WDB2010242F990648,Not provided,Not provided,No,3,Saloon (4-doors),90/122,1996,4,4,Right (RHD),Automatic,Not provided,Rear,Disc,Not provided,Petrol,"2,750"
395,Sunbeam,911,Harrington Le Mans,E9,Not provided,1962,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,59/80,1595,4,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
396,AC,Minor,Aceca,E24,Not provided,1957,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,67/91,1991,6,Not provided,Right (RHD),Manual,4,Rear,Not provided,Not provided,Petrol,rice on request
397,Mitsubishi,Minor,Pajero 3500 V6,E46,Not provided,1998,1 mls,Not provided,Not provided,Not provided,No,Not provided,4x4,143/194,3497,6,Not provided,Right (RHD),Manual,Not provided,4WD,Disc,Disc,Petrol,rice on request
398,Jaguar,911,XE SV Project 8,996,Not provided,2020,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),441/600,5000,8,4,Right (RHD),Automatic,8,4WD,Disc,Disc,Petrol,rice on request
399,Jaguar,911,F-Type Project 7,Typ 328,Not provided,2016,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),423/575,5000,8,2,Right (RHD),Automatic,8,Rear,Disc,Disc,Petrol,rice on request
400,Ford,911,Escort RS 2000,R35,Not provided,1979,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),81/110,1954,4,2,Right (RHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,rice on request
401,Subaru,Silver Shadow,Impreza 2.0 WRX,W 140,Not provided,2001,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (4-doors),160/218,1994,4,4,Right (RHD),Manual,5,4WD,Disc,Disc,Petrol,rice on request
402,Lotus,Corniche,Elan Plus 2,LP 610-4,Not provided,1969,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,88/120,1558,4,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
403,Rolls-Royce,Silver Shadow,Silver Shadow I,W 110,Not provided,1968,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,131/178,6230,8,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
404,BMW,Phantom,318Ci,Mégane II,Not provided,2003,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,105/143,1995,4,2,Right (RHD),Manual,5,Rear,Disc,Disc,Petrol,rice on request
405,BMW,Silver Spirit,3.0 CSL,Mégane II,Not provided,1973,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,147/200,3003,6,1,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
406,Jaguar,2000,E-Type,Typ 114C,Not provided,1969,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),195/265,4235,6,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
407,Morris,V6,Mini Cooper S 970,W 221,Not provided,1964,1 mls,Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),48/65,970,4,2,Right (RHD),Manual,Not provided,Front,Disc,Disc,Petrol,rice on request
408,Jaguar,TR 6,E-Type 3.8,W 126,Not provided,1964,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,198/269,3781,6,2,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
409,Jaguar,P 1800,E-Type V12 (2+2),R 129,Not provided,1973,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,203/276,5343,12,2,Right (RHD),Manual,Not provided,Rear,Disc,Disc,Petrol,rice on request
410,Triumph,3000,Dolomite Sprint,F152M,12/1980,1980,"45,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon,93/127,1998,4,5,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"11,226"
411,Lotus,3000,Europa Twin Cam,W 463,Not provided,1971,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,77/105,1558,4,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
412,FIAT,Continental GTC,238 E Panorama,R 129,01/1980,1980,"35,000 km",Not provided,Not provided,Not provided,No,Not provided,Bus,38/52,1475,4,6,Left (LHD),Manual,Not provided,Front,Not provided,Drum,Petrol,"17,231"
413,Sunbeam,GTV,Tiger Mk I,Serie I,Not provided,1967,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,121/164,4260,8,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
414,Daimler,Sovereign,SP 250,MK I,Not provided,1961,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,103/140,2548,8,Not provided,Right (RHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
415,Porsche,E-Type,911 Carrera S,S30,Not provided,1997,"170,178 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,210/286,3600,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"78,321"
416,Toyota,911,GR Yaris,Serie I,Not provided,2022,1 mls,Not provided,Not provided,Not provided,No,Not provided,Small car (3-doors),192/261,1618,3,3,Right (RHD),Manual,6,4WD,Disc,Disc,Petrol,rice on request
417,Mercedes-Benz,Le Baron,SL 55 AMG,MKI,Not provided,2003,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),368/500,5439,8,2,Right (RHD),Semi-Automatic,5,Rear,Disc,Disc,Petrol,rice on request
418,Mercedes-Benz,Delta,500 SL,W 123,Not provided,1986,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),164/223,4973,8,2,Right (RHD),Automatic,4,Rear,Disc,Disc,Petrol,rice on request
419,Rolls-Royce,612,Corniche I,C 190,Not provided,1976,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible,155/211,6750,8,2,Right (RHD),Automatic,3,Rear,Disc,Disc,Petrol,rice on request
420,Jaguar,Range Rover,XK 150 3.4 S OTS,991.1,Not provided,1958,1 mls,Not provided,Not provided,Not provided,No,Not provided,Convertible (Roadster),187/254,3442,6,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,rice on request
421,Pontiac,Mini,Firebird TransAm,R 129,Not provided,1977,1 mls,Not provided,Not provided,Not provided,No,Not provided,Coupe,164/223,6555,8,Not provided,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,rice on request
